data,category_type
https://www.trustpilot.com/categories/goldfish_store,Online Stores
https://www.trustpilot.com/categories/reptile_store,Online Stores
https://www.trustpilot.com/categories/bird_shop,Online Stores
https://www.trustpilot.com/categories/tropical_fish_store,Online Stores
https://www.trustpilot.com/categories/tool_and_die_shop,Online Stores
https://www.trustpilot.com/categories/cake_decorating_equipment_shop,Online Stores
https://www.trustpilot.com/categories/cd_store,Online Stores
https://www.trustpilot.com/categories/hearing_aid_store,Online Stores
https://www.trustpilot.com/categories/convenience_store,Online Stores
https://www.trustpilot.com/categories/machine_shop,Online Stores
https://www.trustpilot.com/categories/copy_shop,Online Stores
https://www.trustpilot.com/categories/green_walls_and_divides_store,Online Stores
https://www.trustpilot.com/categories/electronics_hire_shop,Online Stores
https://www.trustpilot.com/categories/mexican_grocery_store,Online Stores
https://www.trustpilot.com/categories/ham_shop,Online Stores
https://www.trustpilot.com/categories/beer_store,Online Stores
https://www.trustpilot.com/categories/japanese_cheap_sweets_shop,Online Stores
https://www.trustpilot.com/categories/sauna_store,Online Stores
https://www.trustpilot.com/categories/nut_store,Online Stores
https://www.trustpilot.com/categories/spice_store,Online Stores
https://www.trustpilot.com/categories/cookie_shop,Online Stores
https://www.trustpilot.com/categories/kosher_grocery_store,Online Stores
https://www.trustpilot.com/categories/countertop_store,Online Stores
https://www.trustpilot.com/categories/cheese_shop,Online Stores
https://www.trustpilot.com/categories/video_game_rental_store,Online Stores
https://www.trustpilot.com/categories/bicycle_repair_shop,Online Stores
https://www.trustpilot.com/categories/millwork_shop,Online Stores
https://www.trustpilot.com/categories/machine_workshop,Online Stores
https://www.trustpilot.com/categories/used_bicycle_shop,Online Stores
https://www.trustpilot.com/categories/electric_motor_repair_shop,Online Stores
https://www.trustpilot.com/categories/sheet_music_store,Online Stores
https://www.trustpilot.com/categories/dj_supply_store,Online Stores
https://www.trustpilot.com/categories/used_cd_store,Online Stores
https://www.trustpilot.com/categories/piano_store,Online Stores
https://www.trustpilot.com/categories/music_box_store,Online Stores
https://www.trustpilot.com/categories/shower_door_shop,Online Stores
